time_stamp,advertising_address,power_level
1697564235.925769,6a:b4:99:8f:3c:7b,3
1697564235.926409,6a:a4:99:8f:3e:7b,3
1697564235.967848,7f:ed:47:9b:e4:3d,7
1697564235.968488,7f:ed:47:9b:e4:3d,7
1697564235.969128,7f:ed:47:9b:e4:7d,7
1697564235.98728,64:58:01:ac:5b:21,12
1697564235.98792,64:58:01:ac:5b:21,12
1697564236.000213,43:40:9d:b7:43:28,8
1697564236.000853,43:40:9d:b7:43:28,8
1697564236.001492,43:40:9d:b7:43:28,8
1697564236.01288,50:c5:40:32:85:d8,8
1697564236.013528,50:c5:40:32:85:d8,8
1697564236.014176,50:c5:40:32:85:d8,8
1697564236.078571,7a:56:92:d9:93:ef,7
1697564236.079219,7a:56:92:d9:93:ef,7
1697564236.079867,7a:56:92:d9:93:ef,7
1697564236.097337,70:ec:b9:0c:e9:d0,7
1697564236.097985,70:ec:b9:0c:e9:d0,7
1697564236.098633,70:ec:b9:0c:e9:d0,7
1697564236.100817,74:a0:83:fb:de:c3,12
1697564236.101465,74:a0:83:fb:de:c3,12
1697564236.102113,74:a0:83:fb:de:c3,12
1697564236.113753,71:e7:a8:f6:32:3d,7
1697564236.115049,71:e7:a8:f6:32:3d,7
1697564236.152065,52:2e:e7:a6:73:4b,7
1697564236.152714,52:2e:e7:a6:73:4b,7
1697564236.15373,52:2e:e7:a6:73:4b,7
1697564236.155436,7f:ee:5b:b6:26:76,12
1697564236.156076,7f:ee:db:b6:27:b6,12
1697564236.156716,bf:ee:db:b6:27:b6,12
1697564236.164776,64:eb:39:3e:8b:13,8
1697564236.165416,64:eb:39:3e:8b:13,8
1697564236.166056,64:eb:39:3e:8b:13,8
1697564236.211052,4a:17:d5:d3:2c:31,8
1697564236.2117,4a:17:d5:d3:2c:31,8
1697564236.216263,6a:7c:a6:91:79:f5,8
1697564236.247874,7f:ed:47:9b:e4:3d,7
1697564236.265399,64:58:01:ac:5b:21,12
1697564236.266039,64:58:01:ac:5b:21,12
1697564236.266679,64:58:01:ac:5b:21,12
1697564236.275218,43:40:9d:b7:43:28,8
1697564236.275858,43:40:9d:b7:43:28,8
1697564236.276498,43:40:9d:b7:43:28,8
1697564236.297306,5c:cc:3a:bb:44:6a,9
1697564236.298084,5c:cc:3a:bb:44:6a,9
1697564236.298863,5c:cc:3a:bb:44:6a,9
1697564236.342923,72:0a:f0:cf:c8:5c,8
1697564236.343555,72:0e:f0:cf:c8:5c,8
1697564236.357393,7a:56:92:d9:93:ef,7
1697564236.358041,7a:56:92:d9:93:ef,7
1697564236.358689,7a:56:92:d9:93:ef,7
1697564236.371154,70:ec:b9:0c:e9:d0,7
1697564236.371802,70:ec:b9:0c:e9:d0,7
1697564236.37245,70:ec:b9:0c:e9:d0,7
1697564236.380879,74:a0:83:fb:de:c3,12
1697564236.381527,74:a0:83:fb:de:c3,14
1697564236.382175,74:a0:83:fb:de:c3,12
1697564236.414495,4e:c0:7f:3f:39:8c,7
1697564236.426304,52:2e:e7:a6:73:4b,7
1697564236.430857,7f:f4:e4:2c:f6:a4,6
1697564236.43731,64:eb:39:3e:8b:13,8
1697564236.446175,68:a6:c5:bc:71:83,7
1697564236.475171,6a:b4:81:8f:3c:7b,3
1697564236.482786,7e:5a:6c:04:09:16,7
1697564236.483434,7e:5a:6c:04:19:16,7
1697564236.486054,4a:17:d5:d3:2c:31,8
1697564236.486702,4a:17:d5:d3:2c:31,8
1697564236.516591,7f:ed:47:9b:e4:3d,7
1697564236.517231,7f:ed:47:9b:e4:3d,7
1697564236.541045,64:58:01:ac:5b:21,12
1697564236.541685,64:58:01:ac:5b:21,12
1697564236.545227,43:40:9d:b7:43:28,8
1697564236.545867,43:40:9d:b7:43:28,8
1697564236.546507,43:40:9d:b7:43:28,8
1697564236.567296,50:c5:40:32:85:d8,8
1697564236.567944,50:c5:40:32:85:d8,8
1697564236.619568,72:0a:f0:cf:c8:5c,8
1697564236.6202,72:0a:f0:cf:c8:5c,8
1697564236.643629,7a:56:92:d9:93:ef,7
1697564236.647473,70:ec:b9:0c:e9:d0,7
1697564236.64849,70:ec:b9:0c:e9:d0,7
1697564236.649138,70:ec:b9:0c:e9:d0,7
1697564236.669987,71:e7:a8:f6:32:3d,7
1697564236.700429,7f:ae:db:b6:27:b6,10
1697564236.701179,7f:ee:db:b5:27:b6,28
1697564236.702256,52:2e:e7:a6:73:4b,7
1697564236.712283,64:eb:39:3e:8b:13,8
1697564236.713032,64:eb:39:3e:8b:13,8
1697564236.719422,68:a6:c5:bc:71:83,7
1697564236.759575,4a:17:d5:d3:2c:31,8
1697564236.763885,6a:4c:a6:91:69:f5,8
1697564236.79159,7f:ed:47:9b:e4:3d,7
1697564236.792599,7f:ed:47:9b:e4:3d,7
1697564236.793239,7f:ed:47:9b:e4:3d,7
1697564236.819557,64:58:01:ac:5b:21,12
1697564236.844158,50:c5:40:32:85:d8,8
1697564236.845175,50:c5:40:32:85:d8,8
1697564236.845823,50:c5:40:32:85:d8,8
1697564236.858032,5c:cc:3a:bb:44:6a,9
1697564236.898322,72:0a:f0:4f:c8:5c,8
1697564236.918792,70:ec:b9:0c:e9:d0,7
1697564236.91944,70:ec:b9:0c:e9:d0,7
1697564236.920089,70:ec:b9:0c:e9:d0,7
1697564236.927251,74:a0:83:fb:de:c3,12
1697564236.941953,f1:e7:a8:f6:32:3d,7
1697564236.942601,71:e7:a8:f6:32:3d,7
1697564236.958001,4e:c0:7f:3f:39:8c,7
1697564236.971682,7f:ee:db:b6:27:b6,12
1697564236.972322,7f:ee:d8:b6:27:b6,12
1697564236.976683,52:2e:e7:a6:73:4b,7
1697564236.977331,52:2e:e7:a6:73:4b,7
1697564236.978695,7f:f4:e4:2c:f6:a4,6
1697564236.979327,7f:f4:e4:2c:f6:a4,6
1697564236.991069,64:eb:39:3e:8b:13,8
1697564236.991993,68:a6:c5:b0:71:83,23
1697564237.028557,4a:17:d5:d3:2c:31,8
1697564237.029205,4a:17:d5:d3:2c:31,8
1697564237.034213,7e:1a:6c:04:19:16,7
1697564237.047934,5c:cc:3a:bb:44:6a,9
1697564237.048712,5c:cc:3a:bb:44:6a,9
1697564237.067865,7f:ed:47:9b:e4:3d,7
1697564237.095241,43:40:9d:b7:43:28,8
1697564237.095881,43:40:9d:b7:43:28,8
1697564237.096521,43:40:9d:b7:43:20,8
1697564237.121109,50:c5:40:32:85:d8,8
1697564237.121757,50:c5:40:32:85:d8,8
1697564237.122406,50:c5:40:32:85:d8,8
1697564237.151934,4b:21:9f:41:5b:82,12
1697564237.194604,7a:56:92:d9:93:ef,7
1697564237.195252,7a:56:92:d9:93:ef,7
1697564237.1959,7a:56:92:d9:93:ef,7
1697564237.207316,74:a0:83:fb:de:c3,12
1697564237.207964,74:a0:83:fb:de:c3,12
1697564237.208612,74:a0:83:fb:de:c3,12
1697564237.215765,71:e7:a8:f6:32:3d,7
1697564237.216413,71:e7:a8:f6:32:3d,7
1697564237.238504,5c:cc:3a:bb:44:6a,9
1697564237.241667,7b:ee:db:b4:27:b6,12
1697564237.242307,7f:ee:db:b5:a7:b6,12
1697564237.250273,52:2e:e7:a6:73:4b,7
1697564237.264792,64:eb:39:3e:8b:13,8
1697564237.265432,64:eb:39:3e:8b:13,8
1697564237.267059,68:a6:c5:bc:71:83,7
1697564237.299071,6a:b4:99:8f:3c:7b,3
1697564237.304811,4a:17:d5:d3:2c:31,8
1697564237.305459,4a:17:d5:d3:2c:31,8
1697564237.306215,5a:17:d5:d3:2c:31,-56
1697564237.312379,7e:5a:6c:04:19:16,7
1697564237.370249,43:40:9d:b7:43:28,8
1697564237.372669,64:58:01:ac:5b:21,12
1697564237.373906,64:58:01:ac:5b:21,12
1697564237.398016,50:c5:40:32:85:d8,8
1697564237.399034,50:c5:40:32:85:d8,8
1697564237.450831,72:0a:f0:cf:c8:5c,8
1697564237.451463,70:0a:f0:cf:c8:5c,8
1697564237.452465,72:0a:f0:cf:c8:5c,8
1697564237.470182,70:ec:b9:0c:e9:d0,7
1697564237.47083,70:ec:b9:0c:e9:d0,7
1697564237.471587,70:ec:b9:0c:e9:d0,7
1697564237.482224,74:a0:83:fb:de:c3,12
1697564237.482872,74:a0:83:fb:de:c3,12
1697564237.483888,54:a0:83:fb:de:c3,76
1697564237.48893,71:e7:a8:f6:32:3d,7
1697564237.489578,71:e7:88:f6:32:3d,7
1697564237.490596,71:e7:a8:f6:32:3d,7
1697564237.515433,7f:ee:df:b6:27:b6,12
1697564237.522429,52:2e:e7:a6:73:4b,7
1697564237.523077,52:2e:ef:a6:73:4b,7
1697564237.524093,52:2e:e7:a6:73:4b,7
1697564237.537123,68:a6:c5:bc:71:83,7
1697564237.537771,68:a6:c5:ba:71:83,7
1697564237.538789,68:a6:c5:bc:71:83,7
1697564237.589295,7e:5a:6c:04:19:16,7
1697564237.589943,7e:5a:6c:04:19:16,7
1697564237.590592,7e:5a:6c:04:19:16,7
1697564237.610431,5c:cc:3a:bb:44:6a,9
1697564237.611211,5c:cc:3a:bb:44:6a,9
1697564237.61235,5c:cc:3a:bb:44:6a,9
1697564237.617219,7f:ed:47:9b:e4:3d,7
1697564237.617859,7f:ed:47:9b:e4:3d,7
1697564237.64292,64:58:01:ac:5b:21,12
1697564237.64356,64:58:01:ac:5b:21,12
1697564237.644518,64:58:01:ac:5b:21,12
1697564237.649008,43:40:9d:b7:43:28,8
1697564237.649648,43:40:9d:b7:43:28,8
1697564237.650288,43:40:9d:b7:43:28,8
1697564237.677371,50:c5:40:32:85:d8,8
1697564237.678019,50:c5:40:32:85:d8,8
1697564237.678667,50:c5:40:32:85:d8,8
1697564237.722102,72:0a:f0:cc:48:5c,8
1697564237.752291,74:a0:83:fb:de:c3,12
1697564237.794447,7a:56:92:d9:93:ef,7
1697564237.795095,7a:56:92:d9:93:ef,7
1697564237.795743,7a:56:92:d9:93:ef,7
1697564237.800647,52:2e:e7:a6:73:4b,7
1697564237.801294,52:2e:e7:a6:73:4b,7
1697564237.812197,68:a6:c5:bc:71:83,7
1697564237.817937,64:eb:39:3e:8b:13,8
1697564237.818577,64:eb:39:3e:8b:13,8
1697564237.821499,5c:cc:3a:bb:44:6a,9
1697564237.847311,4a:17:d5:d3:2c:31,8
1697564237.847959,4a:17:d5:d3:2c:31,8
1697564237.848607,4a:17:d5:d3:2c:f1,8
1697564237.855451,6a:b4:99:8f:3c:7b,3
1697564237.886579,7f:ed:47:9b:e4:3d,7
1697564237.887219,7f:ed:47:9b:e4:3d,7
1697564237.912793,5e:47:50:19:51:66,4
1697564237.922929,64:58:01:ac:5b:21,12
1697564237.923569,64:58:01:ac:5b:21,12
1697564237.924209,64:58:01:ac:5b:21,12
1697564237.927764,43:40:9d:b7:43:28,8
1697564237.928404,43:40:9d:b7:43:28,8
1697564237.929044,43:40:9d:b7:43:28,8
1697564237.953624,50:c5:40:32:85:d8,8
1697564237.954272,50:c5:40:32:85:d8,8
1697564237.95492,50:c5:40:32:85:d8,8
1697564237.98011,74:a0:83:fb:de:c3,12
1697564237.996472,72:0a:f0:ce:c8:5c,8
1697564237.997104,72:16:f4:cf:d4:5d,8
1697564238.006685,5c:cc:3a:bb:44:6a,9
1697564238.023467,70:ec:b9:0c:e9:d0,7
1697564238.024115,70:ec:b9:0c:e9:d0,7
1697564238.026175,74:a0:83:fb:de:c3,12
1697564238.026823,74:a0:83:fb:de:c3,12
1697564238.027471,70:a0:83:fb:de:c3,12
1697564238.029065,71:e7:a8:f6:32:3d,7
1697564238.029714,71:e7:a8:f6:32:3d,7
1697564238.030362,71:e7:a8:f6:32:3d,7
1697564238.056234,74:a0:83:fb:de:c3,12
1697564238.056882,74:a0:83:fb:de:c3,12
1697564238.064518,7a:56:92:d9:93:ef,7
1697564238.065166,7a:56:92:d9:93:ef,7
1697564238.065814,7a:56:92:d9:93:ef,7
1697564238.078176,77:f4:e4:2c:f6:a4,62
1697564238.092301,64:eb:39:3e:8b:13,8
1697564238.092941,64:eb:39:3e:8b:13,8
1697564238.093581,64:eb:39:3e:8b:13,8
1697564238.096346,74:a0:83:fb:de:c3,12
1697564238.124878,6a:b4:99:8f:3c:7b,3
1697564238.125518,6a:b4:99:8f:3c:7b,3
1697564238.126158,6a:b4:99:8f:3c:7b,3
1697564238.127311,4a:17:d5:d3:2c:31,8
1697564238.127959,4a:17:d5:d3:2c:31,8
1697564238.128607,4a:17:d5:d7:2c:31,8
1697564238.132571,7e:5a:6c:04:19:16,7
1697564238.133219,fe:5a:6c:04:19:16,7
1697564238.147949,52:7c:a6:ad:79:f5,72
1697564238.165324,7f:ed:47:9b:e4:3d,7
1697564238.167671,74:a0:83:fb:de:c3,12
1697564238.168319,74:a0:83:fb:de:c3,12
1697564238.168967,74:a0:83:fb:de:c3,12
1697564238.199019,43:40:9d:b7:43:28,8
1697564238.199659,43:40:9d:b7:43:28,8
1697564238.200299,53:40:9d:af:43:28,8
1697564238.20168,64:58:01:ac:5b:21,12
1697564238.20232,64:58:01:ac:5b:21,12
1697564238.20296,64:58:01:ac:5b:21,12
1697564238.221866,74:a0:83:fb:de:c3,12
1697564238.22268,74:a0:83:fb:de:c3,12
1697564238.229877,50:c5:40:32:85:d8,8
1697564238.230525,50:c5:40:32:85:d8,8
1697564238.231173,50:c5:40:32:85:d8,8
1697564238.250452,4b:21:9f:45:5b:82,12
1697564238.25558,74:e0:83:fb:de:c3,8
1697564238.28671,74:a0:83:fb:de:c3,12
1697564238.287357,74:a0:83:fb:de:c3,12
1697564238.322276,74:a0:83:fb:de:c3,12
1697564238.322924,74:a0:83:fb:de:c3,12
1697564238.341487,7a:56:92:d9:93:ef,7
1697564238.342135,7a:56:92:d9:93:ef,7
1697564238.350785,52:2e:e7:a6:73:4b,7
1697564238.351433,52:2e:e7:a6:73:4b,7
1697564238.360293,74:a0:83:fb:de:c3,12
1697564238.366693,64:eb:39:3e:8b:13,8
1697564238.367333,64:eb:39:3e:8b:13,8
1697564238.380963,5c:cc:3a:bb:44:6a,9
1697564238.390352,74:a0:83:fb:de:c3,12
1697564238.391,74:a0:83:fb:de:c3,12
1697564238.391648,74:a0:83:fb:de:c3,12
1697564238.398692,6a:b4:99:8f:3c:7b,3
1697564238.399332,6a:b4:99:8f:3c:7b,3
1697564238.399972,6a:b4:99:8f:3c:3b,3
1697564238.405739,7e:5a:6c:04:19:16,7
1697564238.406712,4a:17:d5:d3:2c:31,-18
1697564238.430916,74:a0:83:fb:de:c3,12
1697564238.431565,74:a0:83:fb:de:c3,12
1697564238.436571,7f:ed:47:9b:e4:3d,7
1697564238.437211,7f:ed:47:9b:e4:3d,7
1697564238.43785,7f:ed:47:9b:e4:3d,7
1697564238.470277,43:40:9d:b7:43:28,8
1697564238.508631,50:c5:40:32:85:d8,8
1697564238.509279,50:c5:40:32:85:d8,8
1697564238.509927,50:c5:40:32:85:d8,8
1697564238.521991,4b:51:9f:41:5b:82,12
1697564238.536613,74:a0:83:fb:de:c3,12
1697564238.565414,5c:cc:3a:bb:44:6a,9
1697564238.566192,5c:cc:3a:bb:44:6a,9
1697564238.56697,5c:cc:3a:bb:44:6a,9
1697564238.568526,74:a0:83:fb:de:c3,12
1697564238.573272,70:ec:b9:0c:e9:d0,7
1697564238.608283,68:a0:83:ff:de:c3,12
1697564238.614666,7a:56:92:d9:93:ef,7
1697564238.615314,7a:56:92:d9:93:ef,7
1697564238.615962,7a:56:92:d9:93:ef,7
1697564238.625853,52:2e:e7:a6:73:4b,7
1697564238.626501,52:2e:e7:a6:73:4b,7
1697564238.631421,7f:f4:e4:2c:f6:a4,6
1697564238.632053,7f:f4:e4:2c:f6:a4,6
1697564238.632685,7f:f4:e4:2c:f6:a4,6
1697564238.644808,64:eb:39:3e:8b:13,8
1697564238.645448,64:eb:39:3e:8b:13,8
1697564238.646089,64:eb:39:3e:8b:13,8
1697564238.668759,6a:b4:99:8f:3c:7b,3
1697564238.670039,6a:b4:99:8f:3c:7b,3
1697564238.671834,74:a0:83:fb:de:c3,12
1697564238.672482,74:a0:83:fb:de:c3,12
1697564238.67313,74:a0:83:fb:de:c3,12
1697564238.706566,7f:ed:47:9b:e4:3d,7
1697564238.707206,7f:ed:47:9b:e4:3d,7
1697564238.709247,74:a0:83:fb:de:c3,12
1697564238.709895,74:a0:83:fb:de:c3,12
1697564238.710543,74:a0:83:fb:de:c3,12
1697564238.738589,5e:47:50:19:51:66,4
1697564238.746534,43:40:9d:b7:43:28,8
1697564238.747174,43:40:9d:b7:43:28,8
1697564238.749198,74:a0:83:fb:de:c3,12
1697564238.757797,5c:cc:3a:bb:44:6a,9
1697564238.75982,64:58:01:ac:5b:21,12
1697564238.76046,64:58:01:ac:5b:21,12
1697564238.779067,74:a0:83:fb:de:c3,12
1697564238.779716,74:a0:83:fb:de:c3,12
1697564238.780364,74:a0:83:fb:de:c3,12
1697564238.81648,74:a0:83:fb:de:c3,12
1697564238.817497,74:a0:83:fb:de:c3,12
1697564238.818145,74:a0:83:fb:de:c3,12
1697564238.844038,70:ec:b9:0c:e9:d0,7
1697564238.844687,70:ec:b9:0c:e9:d0,7
1697564238.85864,71:e7:a8:f6:32:3d,7
1697564238.859288,71:e7:a8:f6:32:3d,7
1697564238.859936,71:e7:a8:f6:32:3d,7
1697564238.871384,7f:ee:db:b6:27:b6,12
1697564238.872024,7f:ee:db:b6:27:b6,12
1697564238.887317,74:a0:83:fb:de:c3,12
1697564238.888487,7a:56:92:d9:93:ef,7
1697564238.890899,7a:56:92:d9:93:ef,7
1697564238.908984,7f:f4:e4:2c:f6:a4,6
1697564238.909985,7f:f4:e4:2c:f6:a4,6
1697564238.916059,64:eb:39:3e:8b:13,8
1697564238.927234,74:a0:83:fb:de:c3,12
1697564238.940105,6a:b4:99:8f:3c:7b,3
1697564238.944957,5c:cc:3a:bb:44:6a,9
1697564238.957392,74:a0:83:fb:de:c3,12
1697564238.958408,74:a0:83:fb:de:c3,12
1697564238.959056,74:a0:83:fb:de:c3,12
1697564238.963374,7e:5a:6c:04:19:16,7
1697564238.964038,7e:5a:6c:04:19:16,7
1697564238.964686,7e:5a:6c:04:19:16,7
1697564238.982812,7f:ed:47:9b:e4:3d,7
1697564238.983452,7f:ed:47:9b:e4:3d,7
1697564238.997308,74:a0:83:fb:de:c3,12
1697564238.998324,74:a0:83:fb:de:c3,12
1697564238.998972,74:a0:83:fb:de:c3,12
1697564239.024042,43:40:9d:b7:43:28,8
1697564239.032942,64:58:01:ac:5b:21,12
1697564239.064181,74:a0:83:fb:de:c3,12
1697564239.064829,74:a0:83:fb:de:c3,12
1697564239.094694,74:a0:83:fb:de:c3,12
1697564239.095342,74:a0:83:fb:de:c3,12
1697564239.09599,74:a0:83:fb:de:c3,12
1697564239.102107,72:0a:f0:cf:c8:5c,8
1697564239.102739,72:0a:f0:cf:c8:5c,8
1697564239.121841,70:ec:b9:0c:e9:d0,7
1697564239.122489,70:ec:b9:0c:e9:d0,7
1697564239.123506,70:ec:b9:0c:e9:d0,7
1697564239.129604,74:a0:83:fb:de:c3,12
1697564239.130252,74:a0:83:fb:de:c3,12
1697564239.130901,74:a0:83:fb:de:c3,12
1697564239.14163,7f:ee:d3:b6:27:b6,12
1697564239.142638,7f:ee:db:b6:27:b6,12
1697564239.158556,7a:56:92:d9:93:ef,7
1697564239.159572,7a:56:92:d9:93:ef,7
1697564239.16022,7a:56:92:d9:93:ef,7
1697564239.180364,52:2e:e7:a6:73:4b,7
1697564239.181381,52:2e:e7:a6:73:4b,7
1697564239.182029,52:2e:e7:a6:73:4b,7
1697564239.184047,7f:f4:e4:2c:f6:a4,6
1697564239.184679,7f:f4:e4:2c:f6:a4,6
1697564239.185312,7f:f4:e4:2c:f6:a4,6
1697564239.186141,68:a6:c5:bc:71:83,7
1697564239.187158,68:a6:c5:bc:71:83,7
1697564239.187806,68:a6:c5:bc:71:82,7
1697564239.189814,64:eb:39:3e:8b:13,8
1697564239.190454,64:eb:39:3e:8b:13,8
1697564239.191093,64:eb:39:3e:8b:13,8
1697564239.200671,74:a0:83:fb:de:c3,12
1697564239.201319,74:a0:83:fb:de:c3,12
1697564239.201967,74:e0:83:fb:de:c3,12
1697564239.210143,6a:b4:99:8f:3c:7b,3
1697564239.211029,6a:b4:99:8f:3c:7b,3
1697564239.211668,6a:b4:99:8f:3c:7b,3
1697564239.222963,4a:17:d5:d3:2c:31,8
1697564239.23309,74:a0:83:fb:de:c3,12
1697564239.233738,74:a0:83:fb:de:c3,12
1697564239.259092,7f:ed:47:9b:e4:3d,7
1697564239.268019,74:a0:83:fb:de:c3,12
1697564239.268667,74:a0:83:fb:de:c3,12
1697564239.269315,74:a0:83:fb:de:c3,12
1697564239.302432,43:40:9d:b7:43:28,8
1697564239.304173,74:a0:83:fb:de:c3,12
1697564239.304821,74:a0:83:fb:de:c3,12
1697564239.309527,64:58:01:ac:5b:21,12
1697564239.316913,5c:cc:3a:bb:44:6a,9
1697564239.339084,74:a0:83:7b:de:c3,12
1697564239.339732,74:a0:83:fb:de:c3,12
1697564239.368999,74:a0:83:fb:de:c3,12
1697564239.369647,74:a0:83:fb:de:c3,12
1697564239.370295,74:a0:83:fb:de:c3,12
1697564239.401522,74:a0:83:fb:de:c3,12
